"","t2m","rh","blh","sp","e","tp","fal","wind_direction","wind_speed","bc"
"3596",-2.410422288,0.468988333121747,141.4866467,103052.3291,-2.83e-06,-1.73e-18,0.147545968,-28.09234871,2.801557698,1474
"3597",-1.202066199,0.474064382960367,653.3045782,103115.6027,-1.19e-05,-1.73e-18,0.147533693,-19.16299892,3.643494811,3256
"3598",3.300919712,0.311828463182676,1148.390478,103173.3901,-2.66e-05,-1.73e-18,0.147533693,-22.19369895,4.131686482,5896
"3599",3.211908618,0.320107686738384,1253.586913,103217.2793,-4.03e-05,-1.73e-18,0.147496866,-47.39310529,5.034344591,9239
"3600",3.280191101,0.331593910861431,1386.78051,103197.1634,-4.99e-05,-1.73e-18,0.147472315,-59.58060205,4.960263318,13226
"3601",5.053097008,0.23979951691478,1481.208806,103118.1629,-5.53e-05,-1.73e-18,0.147472315,-72.35814656,4.763600955,14787
"3602",5.128695472,0.238246907715626,1537.948616,103069.5191,-5.48e-05,-1.73e-18,0.147472315,-78.64793233,4.553068908,12492
"3603",5.170152694,0.242784154345886,1509.371631,103069.8848,-5.43e-05,-1.73e-18,0.147472315,-75.2551646,3.933344261,17946
"3604",2.399834798,0.331198992637133,211.8108778,103064.0329,-3.1e-05,-1.73e-18,0.147484591,-19.04770374,1.974619343,13889
"3605",0.552549757,0.382577943075804,54.76171155,103102.0702,-5.31e-06,-1.73e-18,0.147521417,29.86708925,3.054317313,11328
"3606",-1.566645887,0.470139080774941,18.7298617,103092.9266,-1.41e-06,-1.73e-18,0.147558243,-62.06314411,1.793109401,11331
"3607",-1.198408209,0.451959795106547,16.65906573,103129.8667,-1.09e-06,-1.73e-18,0.147558243,-150.4511112,1.557698492,13607
"3608",-0.377799078,0.414783272552947,15.0852608,103131.6954,-1.09e-06,-1.73e-18,0.147570519,-201.6564284,1.215722083,15763
"3609",-0.691166904,0.42088502796888,16.32773838,103124.3805,-9.03e-07,-1.73e-18,0.147570519,266.1869255,1.479592382,15031
"3610",-2.514065343,0.542410950261485,22.3744626,103090.3664,-8.47e-07,-1.73e-18,0.147570519,147.9286861,1.85980773,18851
"3611",-3.917514242,0.584187203574637,34.1365837,103057.4495,-1.67e-06,-1.73e-18,0.147570519,109.3276655,2.119551266,27533
"3612",-3.978480745,0.604923200702278,42.91675861,103015.7548,-2.23e-06,-1.73e-18,0.147570519,98.63021076,2.230217966,31130
"3613",-4.877126999,0.649978085858164,52.9394111,102955.4072,-2.35e-06,-1.73e-18,0.147570519,83.74065701,2.325941664,28992
"3614",-5.192933485,0.673068420822121,62.71356806,102908.592,-2.08e-06,-1.73e-18,0.147570519,63.16312816,2.352301359,19487
"3615",-4.956383453,0.686827912181548,67.9319739,102898.3512,-5.48e-07,-1.73e-18,0.147570519,71.2894475,2.558959224,10797
"3616",-5.795282534,0.760087502288616,61.63675416,102817.1562,-3.6e-07,-1.73e-18,0.147570519,82.5139827,2.14971073,12239
"3617",-5.967208073,0.80053495976223,50.95144697,102774.73,-1.92e-07,-1.73e-18,0.147570519,67.22640014,1.874905793,9068
"3618",-5.644085607,0.786407750051035,36.62153887,102712.5537,-1.17e-07,-1.73e-18,0.147607345,44.0998866,1.634529583,9631
"3619",-5.979401373,0.809762526122065,40.84596264,102665.0071,-1.17e-07,-1.73e-18,0.147607345,71.99491738,1.753358627,9433
"3620",-6.061096487,0.816416197805078,50.45445593,102707.4333,-1.35e-07,-1.73e-18,0.147607345,101.7419525,1.927504682,12661
"3621",-5.336814432,0.774755595706386,88.39143807,102671.2247,-4.41e-06,-1.73e-18,0.147607345,113.8177141,1.200189348,14872
"3622",0.344044317,0.607852785547905,180.7489383,102605.0252,-1.45e-05,-1.73e-18,0.14759507,61.96150289,0.863584764,22666
"3623",0.322096376,0.576735736683392,273.2721021,102542.1173,-2.51e-05,-1.73e-18,0.147570519,20.52695869,0.948828725,28540
"3624",0.865917583,0.545940562240706,345.8327928,102392.5284,-3.43e-05,-1.73e-18,0.147533693,2.875059598,1.182958827,33465
"3625",4.844591568,0.420329839365422,392.467118,102259.0321,-4e-05,-1.73e-18,0.147533693,3.441457432,1.683687099,32753
"3626",4.948234623,0.407331616455762,418.144988,102126.633,-3.96e-05,-1.73e-18,0.147533693,19.25600961,1.994843036,34612
"3627",5.048219688,0.39097795264071,388.8225171,102095.9106,-3.7e-05,-1.73e-18,0.147533693,23.04633804,1.987440404,31251
"3628",1.884058183,0.567980960818548,132.0438171,102032.2713,-1.47e-05,-1.73e-18,0.147533693,9.423413946,2.207261987,30303
"3629",1.108564264,0.617145036620801,61.05693129,102017.6416,-9.41e-07,-1.73e-18,0.147558243,41.66974287,2.977677643,30288
"3630",-1.573961867,0.709238820370333,53.27073845,101995.3312,-4.35e-07,-1.73e-18,0.147619621,94.59243854,2.460794998,31807
"3631",-1.766616017,0.7422444392877,51.53126984,101960.9514,-6.79e-07,-1.73e-18,0.147631896,120.0710899,2.45734832,23552
"3632",-2.315314544,0.763095269719842,42.99959045,101975.5811,-6.05e-08,-1.73e-18,0.147631896,100.1519201,3.111929637,26039
